belongs_to_collection;genres;id;imdb_id;original_title;overview;poster_path;release_date;runtime;tagline;title;video;vote_average
{'id': 84, 'name': 'Indiana Jones Collection', 'poster_path': '/lpxDrACKJhbbGOlwVMNz5YCj6SI.jpg', 'backdrop_path': '/6kh59mZizZsttZPR0HAdXk6Ve2n.jpg'};[{'id': 12, 'name': 'Adventure'}, {'id': 28, 'name': 'Action'}];89;tt0097576;Indiana Jones and the Last Crusade;When Dr. Henry Jones Sr. suddenly goes missing while pursuing the Holy Grail, eminent archaeologist Indiana must team up with Marcus Brody, Sallah and Elsa Schneider to follow in his father's footsteps and stop the Nazis from recovering the power of eternal life.;/4p1N2Qrt8j0H8xMHMHvtRxv9weZ.jpg;24/05/1989;127.0;The man with the hat is back. And this time, he's bringing his Dad.;Indiana Jones and the Last Crusade;False;7.6
{'id': 85861, 'name': 'Beverly Hills Cop Collection', 'poster_path': '/fjKbHh7GpTARbiLj0RF7zc5iD0G.jpg', 'backdrop_path': '/lhZQuT76B9YcxZIudXZMhhWCKcl.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];90;tt0086960;Beverly Hills Cop;Tough-talking Detroit cop Axel Foley heads to the rarified world of Beverly Hills in his beat-up Chevy Nova to investigate a friend's murder. But soon, he realizes he's stumbled onto something much more complicated. Bungling rookie detective Billy Rosewood joins the fish-out-of-water Axel and shows him the West Los Angeles ropes.;/s7n0rS2Ff85SuSpqYG3ndkmdQf4.jpg;29/11/1984;105.0;The Heat Is On!;Beverly Hills Cop;False;6.8
;[{'id': 99, 'name': 'Documentary'}];91;tt0023037;Las Hurdes;Las Hurdes – Tierra Sin Pan / Land Without Bread / Unpromised Land is a surrealist documentary filmed in Spain in 1932. It is the result of a two month trip through the Las Hurdes region. The film shows the contrasts between the village and the towns in the north of Extremadura, Salamanca and along the border of Portugal.;/AszNP3bBHwdkzX9mL514Zfk859s.jpg;01/12/1933;29.0;;Land Without Bread;False;6.5
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 53, 'name': 'Thriller'}];93;tt0052561;Anatomy of a Murder;The film pits a humble small-town lawyer against a hard-headed big city prosecutor. Emotions flare as a jealous army lieutenant pleads innocent to murdering the rapist of his seductive, beautiful wife.;/kDFnM2zlHZirR2ItTo56lyrxuAS.jpg;01/07/1959;160.0;No search of human emotions has ever probed so deeply, so truthfully as ... Anatomy of a Murder.;Anatomy of a Murder;False;7.7
;[{'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}];95;tt0120591;Armageddon;When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.;/coINnuCzcw5FMHBty8hcudMOBnO.jpg;01/07/1998;151.0;The Earth's Darkest Day Will Be Man's Finest Hour;Armageddon;False;6.5
{'id': 85861, 'name': 'Beverly Hills Cop Collection', 'poster_path': '/fjKbHh7GpTARbiLj0RF7zc5iD0G.jpg', 'backdrop_path': '/lhZQuT76B9YcxZIudXZMhhWCKcl.jpg'};[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];96;tt0092644;Beverly Hills Cop II;Detroit cop, Axel Foley heads for the land of sunshine and palm trees to find out who shot police Captain Andrew Bogomil. Thanks to a couple of old friends, Axel's investigation uncovers a series of robberies masterminded by a heartless weapons kingpin – and the chase is on.;/2y1z1baxKT0coTTRlnkI6McnR9f.jpg;18/05/1987;100.0;;Beverly Hills Cop II;False;6.1
{'id': 63043, 'name': 'TRON Collection', 'poster_path': '/cvFlDIfOwhYe4ouAAfdyq9E5zlZ.jpg', 'backdrop_path': '/o8NBfffQPE9tHTR9l7FuWbdVPHu.jpg'};[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}];97;tt0084827;Tron;"As Kevin Flynn searches for proof that he invented a hit video game, he is ""digitalized"" by a laser and finds himself inside The Grid, where programs suffer under the tyrannical rule of the Master Control Program. With the help of TRON, a security program, Flynn seeks to free The Grid from the MCP.";/cTF8lpXvAwT1SLH9kVFZZl0AO0D.jpg;09/07/1982;96.0;A world inside the computer where man has never been.  Until now.;Tron;False;6.6
;[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 12, 'name': 'Adventure'}];98;tt0172495;Gladiator;In the year 180, the death of emperor Marcus Aurelius throws the Roman Empire into chaos. Maximus is one of the Roman army's most capable and trusted generals and a key advisor to the emperor. As Marcus' devious son Commodus ascends to the throne, Maximus is set to be executed. He escapes, but is captured by slave traders. Renamed Spaniard and forced to become a gladiator, Maximus must battle to the death with other men for the amusement of paying audiences. His battle skills serve him well, and he becomes one of the most famous and admired men to fight in the Colosseum. Determined to avenge himself against the man who took away his freedom and laid waste to his family, Maximus believes that he can use his fame and skill in the ring to avenge the loss of his family and former glory. As the gladiator begins to challenge his rule, Commodus decides to put his own fighting mettle to the test by squaring off with Maximus in a battle to the death.;/6WBIzCgmDCYrqh64yDREGeDk9d3.jpg;01/05/2000;155.0;A Hero Will Rise.;Gladiator;False;7.9
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}];99;tt0185125;Todo sobre mi madre;A single mother in Madrid sees her only son die on his birthday as he runs to seek an actress' autograph. Beside herself with grief, she returns to Barcelona to tell the boy's father about the death of the son he never knew he had.;/sQdalmBSUiaU0QCgZKBfy0l2vUR.jpg;19/04/1999;101.0;Part of every woman is a mother/actress/saint/sinner. And part of every man is a woman.;All About My Mother;False;7.4
;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];100;tt0120735;Lock, Stock and Two Smoking Barrels;A card sharp and his unwillingly-enlisted friends need to make a lot of cash quick after losing a sketchy poker match. To do this they decide to pull a heist on a small-time gang who happen to be operating out of the flat next door.;/qV7QaSf7f7yC2lc985zfyOJIAIN.jpg;05/03/1998;105.0;A Disgrace to Criminals Everywhere.;Lock, Stock and Two Smoking Barrels;False;7.5
;[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}];101;tt0110413;Léon;"Leon, the top hit man in New York, has earned a rep as an effective ""cleaner"". But when his next-door neighbors are wiped out by a loose-cannon DEA agent, he becomes the unwilling custodian of 12-year-old Mathilda. Before long, Mathilda's thoughts turn to revenge, and she considers following in Leon's footsteps.";/gE8S02QUOhVnAmYu4tcrBlMTujz.jpg;14/09/1994;110.0;If you want a job done well, hire a professional.;Leon: The Professional;False;8.2
;[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];102;tt0315543;Elsker dig for evigt;Cecilie and Joachim are about to get married when a freak car accident leaves Joachim disabled, throwing their lives into a spin. The driver of the other car, Marie, and her family don’t get off lightly, either. Her husband Niels works in the hospital where he meets Cecilie and falls madly in love with her.;/hOrV2fCw2kmSiS4ZMGFPfXqr3lt.jpg;06/09/2002;113.0;;Open Hearts;False;6.8
;[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}];103;tt0075314;Taxi Driver;A mentally unstable Vietnam War veteran works as a night-time taxi driver in New York City where the perceived decadence and sleaze feeds his urge for violent action, attempting to save a preadolescent prostitute in the process.;/yxq4pk1xGmro8tQABuQIrWrvdaE.jpg;07/02/1976;114.0;On every street in every city, there's a nobody who dreams of being a somebody.;Taxi Driver;False;8.1
;[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];104;tt0130827;Lola rennt;Lola receives a phone call from her boyfriend Manni. He lost 100,000 DM in a subway train that belongs to a very bad guy. She has 20 minutes to raise this amount and meet Manni. Otherwise, he will rob a store to get the money. Three different alternatives may happen depending on some minor event along Lola's run.;/3L8QhF5IkZOnEnBFdpj6GVkkp7d.jpg;20/08/1998;81.0;Every second of every day you're faced with a decision that can change your life.;Run Lola Run;False;7.2
{'id': 264, 'name': 'Back to the Future Collection', 'poster_path': '/UV8VEgAxgKVnCVnZhFACmhxjE4.jpg', 'backdrop_path': '/c9C9Pg2QctyjZHRmS0P8rZg1OTA.jpg'};[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 10751, 'name': 'Family'}];105;tt0088763;Back to the Future;Eighties teenager Marty McFly is accidentally sent back in time to 1955, inadvertently disrupting his parents' first meeting and attracting his mother's romantic interest. Marty must repair the damage to history by rekindling his parents' romance and - with the help of his eccentric inventor friend Doc Brown - return to 1985.;/pTpxQB1N0waaSc3OSn0e9oc8kx9.jpg;03/07/1985;116.0;He's the only kid ever to get into trouble before he was born.;Back to the Future;False;8.0
{'id': 399, 'name': 'Predator Collection', 'poster_path': '/6Z7lASptoiRVxiCFvZaFgH9qp7u.jpg', 'backdrop_path': '/fXVzk9OxQwROCuiWvd0Cv76qmZi.jpg'};[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}];106;tt0093773;Predator;Dutch and his group of commandos are hired by the CIA to rescue downed airmen from guerillas in a Central American jungle. The mission goes well but as they return they find that something is hunting them. Nearly invisible, it blends in with the forest, taking trophies from the bodies of its victims as it goes along. Occasionally seeing through its eyes, the audience sees it is an intelligent alien hunter, hunting them for sport, killing them off one at a time.;/bj7A0teF2TWxxNGZjWTXiGrvCu2.jpg;11/06/1987;107.0;If it bleeds, we can kill it...;Predator;False;7.3
;[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}];107;tt0208092;Snatch;The second film from British director Guy Ritchie. Snatch tells an obscure story similar to his first fast-paced crazy character-colliding filled film “Lock, Stock and Two Smoking Barrels.” There are two overlapping stories here – one is the search for a stolen diamond, and the other about a boxing promoter who’s having trouble with a psychotic gangster.;/on9JlbGEccLsYkjeEph2Whm1DIp.jpg;01/09/2000;103.0;Stealin' Stones and Breakin' Bones.;Snatch;False;7.7
{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'};[{'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}, {'id': 9648, 'name': 'Mystery'}];108;tt0108394;Trois couleurs : Bleu;A woman struggles to find a way to live her life after the death of her husband and child.;/ztIqf7yGmb4JRFiv2i62K6PhTQR.jpg;10/01/1993;98.0;;Three Colors: Blue;False;7.7
{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'};[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}];109;tt0111507;Trois couleurs : Blanc;Polish immigrant Karol Karol finds himself out of a marriage, a job and a country when his French wife, Dominique, divorces him after six months due to his impotence. Forced to leave France after losing the business they jointly owned, Karol enlists fellow Polish expatriate Mikolah to smuggle him back to their homeland.;/xOLY69rXKwuH9JUnOE4G2HHKiW5.jpg;26/01/1994;91.0;;Three Colors: White;False;7.3
{'id': 131, 'name': 'Three Colors Collection', 'poster_path': '/rVdd23QuT5rHX7lZvuAkRRUkeCZ.jpg', 'backdrop_path': '/AeHExfHIl70SZCea907KfEoSkfJ.jpg'};[{'id': 18, 'name': 'Drama'}, {'id': 9648, 'name': 'Mystery'}, {'id': 10749, 'name': 'Romance'}];110;tt0111495;Trois couleurs : Rouge;Red This is the third film from the trilogy by Kieślowski. “Red” meaning brotherliness. Here Kieślowski masterly tells strange coincidentally linked stories in the most packed work.;/77CFEssoKesi4zvtADEpIrSKhA3.jpg;27/05/1994;99.0;;Three Colors: Red;False;7.8
;[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}];111;tt0086250;Scarface;After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.;/zr2p353wrd6j3wjLgDT4TcaestB.jpg;08/12/1983;170.0;The world is yours...;Scarface;False;8.0
;[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}];112;tt0243862;Italiensk for begyndere;This fifth Danish Dogme film is about six vulnerable individuals whose lives are interwoven. In a city suburb, a young minister arrives to take up duties at a local church. He is persuaded by his assistant to join an Italian night school class, and he soon becomes the centre of a group of people to whom fate has dealt quite serious blows. Gradually each one in the group manages to overcome his/her predicament and find a happy solution. This Dogma production was shown at the Berlinale in 2001 where it surprisingly won a silver medal.;/asBxCaQCiqayymEPdWqQULBxUDF.jpg;07/12/2000;112.0;;Italian for Beginners;False;6.5
;[{'id': 18, 'name': 'Drama'}];113;tt0374546;봄 여름 가을 겨울 그리고 봄;This South Korean film takes place on an isolated lake, where an old monk lives in a small floating temple. The monk has a young boy living with him, learning to become a monk. We watch as seasons and years pass by.;/uYQwUyHBKLPmCqUc9wMdphiphW2.jpg;19/09/2003;103.0;Spring, Summer, Autumn, Winter... and Spring;Spring, Summer, Fall, Winter... and Spring;False;7.6
;[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}];114;tt0100405;Pretty Woman;When millionaire wheeler-dealer Edward Lewis enters a business contract with Hollywood hooker Vivian Ward, he loses his heart in the bargain in this charming romantic comedy. After Edward hires Vivian as his date for a week and gives her a Cinderella makeover, she returns the favor by mellowing the hardnosed tycoon's outlook. Can the poor prostitute and the rich capitalist live happily ever after?;/fgmdaCMxXClZm2ePteLzCPySB1n.jpg;23/03/1990;119.0;Who knew it was so much fun to be a hooker?;Pretty Woman;False;7.0
;[{'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}];115;tt0118715;The Big Lebowski;"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.";/qiE3ovg9TPylHReZjizQ40LsKZV.jpg;06/03/1998;117.0;Times like these call for a Big Lebowski.;The Big Lebowski;False;7.8
;[{'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 10749, 'name': 'Romance'}];116;tt0416320;Match Point;Match Point is Woody Allen’s satire of the British High Society and the ambition of a young tennis instructor to enter into it. Yet when he must decide between two women - one assuring him his place in high society, and the other that would bring him far from it - palms start to sweat and a dark psychological match in his head begins.;/80iHkrFzNxbSxlfMaLaNkGFRK2r.jpg;26/10/2005;124.0;Passion Temptation Obsession;Match Point;False;7.2
